,R0000100,sampleid,race_x,sex_x,fam1,fam2,fam3,fam4,fam5,fam6,fam7,fam8,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race_y,sex_y,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,Famattscore,famattmom,sex_2
50,245,5,3,2,4,3,3,3,3,3,3,2,3,2,2,2,21.0,19.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,24502,245,3,2,1996,24502,2,-7,-7,-7,-7,0,-7,-7,0,-7,3.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,0,1,1,0,1,1,3,0,0,1,0,3,3,2,3,3,2,3,3,3,2,3,2,-7,-7,24,27.0,18.0,32,24,1
51,249,6,3,2,3,3,2,4,2,4,3,4,3,2,2,3,20.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,24901,249,3,1,1982,24901,1,-7,-7,-7,-7,90000,-7,-7,13000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,2,2,3,3,6,8,39,26.0,16.0,33,25,0
52,249,6,3,2,3,3,2,4,2,4,3,4,3,2,2,3,20.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,24904,249,3,1,2002,24904,2,-7,-7,-7,-7,10000,-7,-7,-7,-7,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1,3,0,1,0,0,0,0,3,0,0,1,0,3,3,3,3,2,3,3,3,3,2,3,3,-7,-7,18,27.0,19.0,34,25,0
53,250,5,3,2,2,2,3,1,4,1,4,2,3,2,-5,-5,20.0,-3.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,25001,250,3,1,1982,25001,1,-7,-7,-7,-7,38000,-7,-7,50000,-7,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,2,3,3,3,3,3,3,3,3,7,-7,38,26.0,18.0,34,19,0
54,250,5,3,2,2,2,3,1,4,1,4,2,3,2,-5,-5,20.0,-3.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,25002,250,3,2,1986,25002,1,-7,-7,-7,-7,38000,-7,-7,-2,-7,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,4,3,3,3,2,2,4,3,-7,9,34,30.0,19.0,38,19,1
55,252,6,3,2,3,3,2,3,4,3,4,2,3,2,2,3,26.0,27.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,25201,252,3,2,1983,25201,3,-7,-7,-7,-7,-2,3,-7,-7,-7,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,4,3,3,3,4,3,5,-2,37,26.0,15.0,37,24,1
56,254,5,3,2,3,3,2,3,2,3,3,3,3,2,1,3,30.0,29.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25402,254,3,2,1982,25402,2,3,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,1,3,3,4,3,7,-7,38,26.0,16.0,35,22,1
57,254,5,3,2,3,3,2,3,2,3,3,3,3,2,1,3,30.0,29.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25405,254,3,2,1995,25405,2,4,-7,-7,-7,34000,-7,-7,70000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,2,3,3,3,3,2,2,3,3,6,-7,25,25.0,16.0,33,22,1
58,255,5,3,2,3,3,3,2,2,3,3,2,3,2,2,3,21.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,25503,255,3,2,1987,25503,2,-7,-7,-7,-7,123000,-7,-7,90000,-7,1.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,3,3,4,3,3,2,4,3,-7,-7,33,31.0,13.0,38,21,1
59,255,5,3,2,3,3,3,2,2,3,3,2,3,2,2,3,21.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,25505,255,3,1,1997,25505,1,1,-7,-7,-7,55000,-7,25000,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,1,3,0,0,1,0,0,0,3,0,0,0,0,4,3,3,3,2,3,3,3,3,2,4,3,-7,-7,23,28.0,13.0,36,21,0
60,278,5,3,2,4,3,3,2,3,2,3,2,3,2,2,3,26.0,27.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,27801,278,3,2,1987,27801,2,3,3,-7,-7,45000,-7,-7,0,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,4,3,1,3,4,4,-7,9,33,26.0,16.0,39,22,1
61,282,5,3,2,2,3,2,2,3,3,3,3,3,2,1,3,30.0,22.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28202,282,3,2,1994,28202,2,-7,-7,-7,-7,0,-7,-7,-7,-7,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,2,4,4,4,3,3,4,3,6,-7,26,31.0,15.0,40,21,1
62,288,5,3,2,4,4,1,4,4,4,3,4,3,2,2,2,19.0,20.0,8,-4,-4,-4,-4,-4,-5,-5,-5,-5,28802,288,3,1,1986,28802,1,1,-7,-7,-7,80000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,3,2,3,2,-7,-7,34,28.0,16.0,34,28,0
63,290,8,1,2,4,4,1,4,2,4,2,2,1,2,3,1,19.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,29002,290,1,1,1983,29002,2,3,2,-7,-7,53000,-7,-7,-7,-7,1.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,4,4,4,4,3,4,3,3,2,6,1,38,31.0,13.0,40,23,0
64,294,5,3,2,3,3,2,3,3,3,4,3,3,2,-5,-5,20.0,26.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,29401,294,3,1,1983,29401,2,-7,-7,-7,-7,204398,-7,-7,100000,-7,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,4,3,4,3,4,3,2,4,4,6,3,36,26.0,15.0,42,24,0
65,312,5,3,2,4,3,4,2,3,3,3,3,3,2,1,4,22.0,30.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,31201,312,3,1,1983,31201,1,2,2,-7,-7,34000,-7,-7,-7,-7,4.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,1,2,4,3,3,2,3,2,4,3,2,9,37,28.0,22.0,33,25,0
69,354,5,3,2,3,3,3,3,3,2,3,2,3,2,1,3,21.0,25.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,35402,354,3,2,1995,35402,1,2,1,-7,-7,10000,-7,-7,40000,-7,1.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,4,3,4,3,3,2,4,3,7,-7,25,28.0,17.0,40,22,1
70,369,5,3,2,4,4,1,3,3,3,3,3,3,2,2,2,25.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,36902,369,3,1,1994,36902,2,4,-7,-7,-7,60000,-7,-7,-7,-7,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,3,3,3,3,3,2,4,2,6,-7,26,24.0,15.0,36,24,0
72,374,5,3,2,4,4,2,4,3,4,3,8,3,2,4,2,-3.0,-3.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,37402,374,3,2,1983,37402,2,3,-7,-7,-7,110000,-7,-7,90000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,3,3,4,3,2,3,4,3,6,1,37,26.0,16.0,37,32,1
73,382,7,2,2,4,4,2,2,3,2,3,2,2,2,4,4,20.0,25.0,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,38202,382,2,2,1983,38202,1,2,2,-7,-7,54000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,4,4,4,4,4,3,4,2,7,-7,38,33.0,13.0,43,22,1
74,385,7,2,2,3,3,2,3,4,3,4,3,2,2,2,3,26.0,30.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,38501,385,2,1,1986,38501,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,3,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,2,1,2,3,4,1,3,-7,-7,34,24.0,27.0,28,25,0
75,385,7,2,2,3,3,2,3,4,3,4,3,2,2,2,3,26.0,30.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,38502,385,2,2,1987,38502,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,4,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,4,4,1,4,1,4,1,4,1,1,4,-7,5,33,24.0,22.0,30,25,1
76,388,7,2,2,4,4,2,8,3,4,1,8,2,2,1,3,21.0,19.0,8,-4,-4,-4,-4,-4,-4,-4,15,15,38801,388,2,2,1987,38801,2,4,1,-7,-7,45000,-7,-7,-7,-7,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,4,2,4,4,4,3,-7,9,33,19.0,23.0,41,34,1
77,388,7,2,2,4,4,2,8,3,4,1,8,2,2,1,3,21.0,19.0,8,-4,-4,-4,-4,-4,-4,-4,15,15,38803,388,2,1,1997,38803,3,2,-7,-7,-7,25000,-7,-7,-2,-7,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,1,4,1,2,0,1,2,3,3,0,2,0,0,4,3,3,4,2,3,4,3,3,2,3,3,-7,-7,23,30.0,20.0,37,34,0
78,391,7,2,2,4,3,2,2,4,3,2,3,2,2,2,3,21.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,39101,391,2,2,1982,39101,3,4,-7,-7,-7,20000,-7,-7,-7,-7,2.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,3,2,3,3,2,3,3,7,3,38,33.0,17.0,32,23,1
79,395,7,2,2,2,3,3,2,3,2,3,2,2,2,1,2,-3.0,20.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,39502,395,2,2,1986,39502,1,2,4,-7,-7,40000,-7,-7,-7,-7,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4,4,4,3,4,2,-7,3,34,31.0,14.0,45,20,1
80,397,7,2,2,3,8,3,2,3,2,3,2,2,2,1,2,18.0,17.0,-5,-5,-5,-5,-5,-5,13,-4,-4,-4,39702,397,2,1,1982,39702,2,2,-7,-7,-7,800,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,2,3,3,3,5,5,38,25.0,17.0,35,26,0
81,407,5,3,2,4,4,1,4,3,4,3,4,3,2,2,4,20.0,30.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,40701,407,3,2,1994,40701,1,-7,-7,-7,-7,55000,-7,-7,15000,25000,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,4,3,4,3,3,2,3,3,3,4,-7,26,26.0,15.0,39,27,1
82,407,5,3,2,4,4,1,4,3,4,3,4,3,2,2,4,20.0,30.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,40702,407,3,1,1996,40702,1,3,-7,-7,-7,70000,-7,-7,60000,-7,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,1,3,0,0,0,0,0,0,3,0,0,0,0,4,4,3,3,3,4,3,4,3,2,4,3,-7,-7,24,30.0,14.0,40,27,0
83,416,5,3,2,3,3,2,3,0,2,0,8,3,2,4,4,30.0,28.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,41602,416,3,2,1986,41602,1,1,-7,-7,-7,62000,-7,-7,65000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,4,3,4,3,2,3,4,3,-7,2,34,26.0,16.0,38,21,1
86,425,5,3,2,3,3,2,2,3,3,3,3,3,2,3,3,24.0,22.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,42505,425,3,2,1995,42505,1,-7,-7,-7,-7,45000,-7,-7,-7,-7,2.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,3,4,4,3,2,2,4,3,6,-7,25,27.0,16.0,37,22,1
87,431,5,3,2,4,3,2,8,4,8,4,8,3,2,1,2,19.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-5,-5,43101,431,3,1,1987,43101,2,-7,-7,-7,-7,73000,-7,-7,16000,-7,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,2,4,3,4,2,4,4,3,-7,-2,33,32.0,14.0,39,41,0
88,439,5,3,2,4,4,3,4,3,3,3,3,3,2,2,2,30.0,26.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,43901,439,3,2,1994,43901,1,-7,-7,-7,-7,52000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,4,2,3,3,3,2,2,4,3,4,-7,26,25.0,14.0,34,27,1
89,439,5,3,2,4,4,3,4,3,3,3,3,3,2,2,2,30.0,26.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,43902,439,3,1,1996,43902,2,4,-7,-7,-7,30000,-7,-7,60000,-7,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,0,0,0,0,0,0,2,0,0,0,0,4,4,3,3,2,3,4,3,4,4,4,3,-7,-7,24,26.0,13.0,41,27,0
90,442,5,3,2,4,3,2,3,2,3,3,3,3,2,2,3,22.0,27.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,44203,442,3,1,1982,44203,1,-7,-7,-7,-7,88000,-7,-7,15000,-7,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,3,3,3,3,2,3,3,5,9,38,27.0,16.0,33,23,0
91,449,5,3,2,3,3,3,3,4,3,4,1,3,2,3,3,27.0,30.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,44901,449,3,2,1996,44901,1,3,1,-7,-7,30000,-7,-7,50000,-7,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2,4,0,0,0,0,0,1,3,0,0,1,0,4,4,3,4,3,3,3,3,2,3,4,3,-7,-7,24,27.0,12.0,39,24,1
92,452,6,3,2,3,3,3,2,3,3,3,3,3,2,2,4,23.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,45201,452,3,1,1994,45201,1,-7,-7,-7,-7,48000,-7,-7,49000,-7,1.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,3,4,3,3,3,2,4,3,5,-7,26,30.0,15.0,39,23,0
93,452,6,3,2,3,3,3,2,3,3,3,3,3,2,2,4,23.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,45202,452,3,1,1997,45202,2,-7,-7,-7,-7,10000,-7,-7,-7,-7,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1,4,0,0,0,0,0,0,3,0,2,0,0,4,3,2,3,1,4,4,3,2,1,4,1,-7,-7,23,24.0,14.0,32,23,0
94,459,5,3,2,4,2,2,3,2,3,4,3,3,2,1,3,28.0,24.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,45903,459,3,1,1995,45903,2,2,-7,-7,-7,55000,-7,-7,85000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,2,3,3,3,3,2,3,3,5,-7,25,27.0,16.0,35,23,0
95,462,5,3,2,4,3,3,3,3,3,3,3,3,2,2,2,-3.0,28.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,46201,462,3,1,1995,46201,3,-7,-7,-7,-7,53000,-7,-7,-7,-7,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,4,2,4,4,3,2,2,3,3,5,-7,25,21.0,15.0,36,25,0
96,474,5,3,2,4,2,3,1,1,3,2,3,3,2,2,2,25.0,26.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,47403,474,3,2,1997,47403,2,2,-7,-7,-7,0,-7,-7,-2,-2,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,1,1,1,1,1,3,1,1,1,1,0,3,3,2,3,2,2,3,3,3,2,4,2,-7,9,23,26.0,16.0,32,19,1
97,492,5,3,2,3,2,2,2,1,2,3,2,3,2,1,3,22.0,25.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,49203,492,3,2,1994,49203,1,-7,-7,-7,-7,47000,-7,-7,45000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,3,2,4,3,4,-7,26,26.0,16.0,36,17,1
98,503,5,3,2,4,4,1,2,4,4,4,4,3,2,1,3,26.0,26.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,50302,503,3,2,1986,50302,1,-7,-7,-7,-7,-2,4,-7,-7,-7,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,2,3,3,-7,-7,34,26.0,17.0,34,27,1
99,504,5,3,2,1,2,2,2,3,1,1,2,3,2,3,4,18.0,19.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,50403,504,3,2,1996,50403,2,-7,-7,-7,-7,-2,4,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,4,0,0,0,0,0,1,3,0,0,1,0,3,3,2,3,3,2,2,2,4,3,3,3,-7,-7,24,26.0,17.0,33,14,1
100,507,5,3,2,3,3,2,3,3,8,3,3,3,2,2,3,23.0,22.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,50702,507,3,2,1987,50702,2,4,-7,-7,-7,13000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,4,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,1,4,1,4,1,4,1,4,1,-7,-7,33,22.0,16.0,30,28,1
102,542,5,3,2,3,3,2,2,3,3,3,3,3,2,1,2,20.0,13.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,54202,542,3,2,1987,54202,2,2,2,-7,-7,60000,-7,-7,90000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,-7,-7,0,0,2,1,3,3,3,0,0,0,0,4,3,3,4,3,4,4,4,4,3,4,3,-7,9,34,27.0,16.0,43,22,1
103,548,5,3,2,3,3,1,3,4,3,4,4,3,2,3,3,30.0,29.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,54801,548,3,2,1982,54801,1,1,-7,-7,-7,50000,-7,-7,36000,-7,1.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,4,4,3,4,3,2,2,4,3,5,9,37,32.0,15.0,38,25,1
104,548,5,3,2,3,3,1,3,4,3,4,4,3,2,3,3,30.0,29.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,54802,548,3,1,1986,54802,4,-7,-7,-7,-7,0,-7,-7,-2,-2,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,2,3,3,-7,9,34,24.0,19.0,34,25,0
105,550,5,3,2,4,4,4,3,4,4,4,3,3,2,4,4,28.0,21.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,55002,550,3,2,1983,55002,2,1,4,1,1,30000,-7,-7,10000,-7,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,4,4,4,2,2,3,4,3,6,9,37,33.0,17.0,38,30,1
106,557,5,3,2,2,2,2,2,2,2,3,2,3,2,3,3,28.0,29.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55704,557,3,1,1994,55704,2,-7,-7,-7,-7,40000,-7,-7,-7,-7,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,3,3,3,3,2,4,3,5,-7,27,26.0,21.0,37,17,0
107,558,5,3,2,4,4,1,4,3,4,4,3,3,2,3,3,29.0,27.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55803,558,3,2,1995,55803,1,2,-7,-7,-7,40000,-7,-7,60000,-7,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,2,4,4,4,3,-7,25,28.0,14.0,37,27,1
